id,name,artist_popularity,followers,genre,total_streams,total_saves,total_shares,listener_growth_rate
44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,60,1081198,atl hip hop,8032569,1145851,108172,0.31
4TAoP0f9OuWZUesao43xUW,Mr Eazi,60,1384189,afrobeats,7941663,828363,82980,0.55
2vVNxGBvKRQMWwI5c8KmYh,Tujamo,60,259841,dutch house,8404563,1192643,105622,0.54
1P8IfcNKwrkQP5xJWuhaOC,LL COOL J,60,1619670,east coast hip hop,11738134,1166489,98077,0.5
5ChF3i92IPZHduM7jN3dpg,Nicky Romero,60,2258189,big room,6843655,678289,60314,0.43
2ST5XwWB4uXGKk2NXP8DUI,Los Cafres,60,1387513,argentine reggae,9075540,623602,76597,0.76
6evKD5JWJON3qPBJtUEmtY,G-Unit,60,2384805,gangster rap,8980827,664463,71790,0.32
3daM7asS0gCFvyLemNx2EE,The Romantics,60,398102,album rock,11107021,1101769,100691,0.87
2LmyJyCF5V1eQyvHgJNbTn,Leonard Bernstein,60,204298,american modern classical,7880265,1065244,62288,0.72
7A9yZMTrFZcgEWAX2kBfK6,Huey Lewis & The News,60,1547821,album rock,8400714,734563,73721,0.84
4LG4Bs1Gadht7TCrMytQUO,The Shins,60,1173190,albuquerque indie,7150041,844947,89898,0.37
4wQ3PyMz3WwJGI5uEqHUVR,Allman Brothers Band,60,1563506,album rock,8065784,941451,93026,0.57
2XqXXH9xPa1zucIOtZ3u3A,TommyMuzzic,61,34996,,6764939,783179,99248,0.7
4J2dAJV1pnSqZIXUhN9615,Mc Dena,61,6907,,11884190,1089842,67186,0.84
2sWf9Tj6EsTxURcgil3NTG,Greg Kurstin,61,47837,,10700656,1098876,81058,0.77
5UjifI1TYefXWn9GdqDOHl,Social House,61,148048,,9058376,829779,119473,0.46
5fOzKeaM5PmZ2BcKKAtFeq,8D Tunes,61,425696,8d,6303530,701130,101063,0.37
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,61,1275612,opm,7115921,841132,85952,0.9
4XC335ouK6pXyq4QiIb8bP,Eliza Rose,61,50172,house,7834305,868421,105452,0.31
1XYuC1vxinTjHCNd5clB8C,ARASHI,61,2296930,j-pop,7066587,817822,86553,0.37
7i9bNUSGORP5MIgrii3cJc,B'z,61,734913,j-pop,8946639,1151734,78733,0.89
1suIIDedjFJRuu8k7b55hZ,Gayla Peevey,61,5317,novelty,9187823,883617,89792,0.47
7COWUsAnHT3kAyHpDUoFxM,bbygirl,61,58085,sped up,7277102,813271,120444,0.31
7xj1YIDzHU6vkUwP76NEyx,Music Factory,61,65484,sped up,6113406,754939,94576,0.43
7FOQfJbC3e4GNoheojERnF,SleazyWorld Go,61,282191,rva drill,11286445,632871,103128,0.78
05YVYeV4HxYp5rrWalvuE1,"Grover Washington, Jr.",61,330993,soul jazz,10131846,865834,102417,0.61
3VQDqjQ4wJyw8PzpGdlZpB,Colde,61,524115,korean r&b,10842325,927526,104356,0.77
7gHscNMDI8FF8pcgrV8eIn,Matt Maeson,61,445208,pov: indie,9898750,1049845,100056,0.4
6djeIA7Gl9v9gvnpRc1eIF,The Lyndhurst Orchestra,61,8309,soundtrack,6231329,800057,65008,0.88
2bdcBjvuI9worc472GbeU0,Samuel Kim,61,321207,anime lo-fi,10441800,875120,75880,0.39
2HkAI0YrEcgoR8QdaURqhO,Dimitri Vegas,61,264225,belgian edm,6812748,833991,119339,0.5
2ElMqlv5py0QFIVXUff627,KSLV Noh,61,349655,drift phonk,7547578,815729,61503,0.5
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,61,878656,british soul,11103702,980228,90003,0.78
7GaxyUddsPok8BuhxN6OUW,James Brown,61,2109722,funk,6695715,692552,104712,0.8
5c0lDrNyT2RnFhujZpPIas,Victor Thompson,61,97779,naija worship,8639103,739424,86600,0.69
5Y5EJ20jDQkkB213zwuDXR,menace Santana,61,581877,drill francais,7195651,883678,120038,0.91
0b62itBWBdLgiecXjXCqKC,Maxwell,61,203455,german hip hop,11522446,1041790,73303,0.71
1fxbULcd6ryMNc1usHoP0R,Quebonafide,61,1308412,polish hip hop,9043481,1105110,69623,0.31
7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,61,1643858,pop r&b,11532640,984342,77091,0.45
1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,61,716039,alternative r&b,11995634,1090496,81694,0.35
6nZ39vMOOOgXQ471Jy5jhR,WEY,61,8229,trap brasileiro,8505696,862098,114586,0.77
6lkrkVSqgzJZz2jguafSAy,Bossa Nova Covers,61,56031,bossa nova cover,11852455,884343,70344,0.51
3bhu7P5PfngueRHiB9hjcx,Elle King,61,589098,modern blues rock,8009607,661933,89855,0.73
00YTqRClk82aMchQQpYMd5,Our Last Night,61,1068735,american metalcore,7383378,1064210,65640,0.45
4aP1lp10BRYZO658B2NwkG,Andrew Lloyd Webber,61,293859,broadway,9221281,915733,118965,0.66
28j8lBWDdDSHSSt5oPlsX2,ZHU,61,871404,edm,6783867,738505,62432,0.33
5NhgsV7qPWHZqYEMKzbYvo,Faouzia,61,669146,alt z,7797410,1149959,104383,0.53
5ITI6SEoUZMIXXkzCfr4oE,Aluna,61,69463,dance pop,6124197,1096621,115820,0.54
6d0ZjIp5L7Ygy2l02HskRX,Dylan Matthew,61,97917,singer-songwriter pop,10584588,631023,84915,0.6
7vHAcPVlEDksRsCfkez2CD,SRTW,61,28369,chill house,10876079,1063945,92621,0.58
16s0YTFcyjP4kgFwt7ktrY,Mayday,61,1830392,mandopop,8782588,946339,75168,0.48
3R80OE4RViOWbnuvqh0j8a,thuy,61,289314,bedroom r&b,7542638,1117794,119443,0.68
2hRQKC0gqlZGPrmUKbcchR,SHINee,61,3123000,k-pop,11236163,1036570,102055,0.64
1ISc8zhrqxd5WrJMkMMLSm,kamaitachi,61,1635364,musica triste brasileira,7656386,1067743,63242,0.41
0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,61,2517611,k-pop,9756357,996614,119714,0.45
3gGUMEwIX6XodWsYEvKSal,YBN Nahmir,61,3021165,alabama rap,10331256,1190861,71750,0.77
4etv0ut4ws0GbXBtolzf5e,Mukesh,61,2512853,classic bollywood,12161878,743873,66066,0.76
4YXycRbyyAE0wozTk7QMEq,Matoma,61,741121,pop dance,9421967,1098186,107072,0.88
1OFOShsIbhy1l5x73yuVyB,Shenseea,61,637790,dancehall,8900979,1039946,106040,0.78
2OaHYHb2XcFPvqL3VsyPzU,Rico Nasty,61,1064835,alternative r&b,10444144,1051491,105273,0.85
6nnspeopmJAG07xOxHmqTu,El Gran Combo De Puerto Rico,61,1523663,salsa,9932858,1192772,92399,0.77
4AA474G2hRfrHyGrfyDseO,Mozzy,61,775738,cali rap,6914768,1020648,116833,0.44
6XwwFnewNgWp81MYMK8zLq,Edward Maya,61,240738,romanian house,8281804,877935,120146,0.42
1G0YV9WooUBjrwDq0Q7EFK,Charlotte Cardin,61,474727,canadian pop,6207175,679186,83617,0.69
4NqS7DbPFYwZmniGHCPMpm,Nature Sounds,61,102211,environmental,12121351,684702,107462,0.68
2563ILWHSx52eOxOoi5rJW,7 Minutoz,61,5591179,nerdcore brasileiro,8476960,995931,118215,0.6
0GWCNkPi54upO9WLlwjAHd,Big Time Rush,61,2688004,boy band,8398161,1134802,121965,0.74
1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,61,873548,drill,8084028,643170,107283,0.64
4dYQmk5ma04mZ1KJ9KkAQK,Kacy Hill,61,103323,la pop,11077841,1067755,75953,0.62
2uGKgNuq7MnKksXiSO6HjB,KVSH,61,417415,brazilian edm,9598774,1218368,67491,0.66
3rp4f58JlRHkk8hpdLCer1,Videoclub,61,480024,french indie pop,8191096,938666,117883,0.55
1BYjhAClGpBTLZfics0VRZ,Aastha Gill,61,4044843,desi pop,9213461,844998,116960,0.85
35GL8Cu2GKTcHzKGi75xl5,Jennifer Hudson,61,1896097,dance pop,11814216,719236,94750,0.61
6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,61,260806,australian pop,8381645,751587,111524,0.68
2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,61,718301,dance pop,10832389,802377,85600,0.47
2uSVRVjYZ0PlJPdFHnBETu,creamy,61,32216,sad lo-fi,8786695,990606,119817,0.49
0f3PsS9IQ6whvNMFFKnpjl,"Choir of King's College, Cambridge",61,74911,british choir,9936283,1047688,84641,0.66
6ugw7JCu0AG7txRcRAxU8d,Mc Rd,61,74306,deboxe,12016313,738443,106613,0.35
77mJc3M7ZT5oOVM7gNdXim,Her's,61,832543,indie pop,7035010,908135,62912,0.73
6om12Ev5ppgoMy3OYSoech,Halestorm,61,1408975,alternative metal,6886936,642234,120751,0.86
2eogQKWWoohI3BSnoG7E2U,Donna Summer,61,1882696,disco,12148847,1013404,103348,0.8
3N8Hy6xQnQv1F1XCiyGQqA,Sleeping With Sirens,61,2270856,neon pop punk,7817922,699032,64264,0.51
7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan,61,2045751,hip pop,8108819,1219918,67030,0.32
7jerD1mbWgyDukHAmCvdCj,Javier Solís,61,2161482,bolero,9119020,973572,78125,0.89
5HFkc3t0HYETL4JeEbDB1v,Powerwolf,61,851650,german metal,6342016,1162100,95135,0.35
7jZM5w05mGhw6wTB1okhD9,ATB,61,374678,german dance,7505891,776718,103458,0.39
0ksX396B3t2Gt8kwr0BJZk,Fumez The Engineer,61,457205,melodic drill,11349164,674002,66858,0.56
6HqPNOo6OV9rPbEY7MP9T8,Julio Jaramillo,61,1217840,bolero,7189163,1040595,66755,0.88
5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Cole,61,591334,adult standards,10440115,1028819,118574,0.69
0ZrpamOxcZybMHGg1AYtHP,Robin Thicke,61,1963444,dance pop,8048966,1160042,99511,0.82
2s7fZ34RK8RUJQ2ewsh6I5,RK,61,1690850,french hip hop,10955937,904437,112307,0.6
2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,61,1359864,contemporary country,11093132,634285,87335,0.53
6wMr4zKPrrR0UVz08WtUWc,Black Coffee,61,1100348,south african house,6487726,719632,94671,0.71
1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus,61,1333155,alternative metal,11501595,646671,115948,0.38
3hE8S8ohRErocpkY7uJW4a,Within Temptation,61,1234419,dutch metal,10338214,770033,107592,0.7
2ayNSoKPCRAfjp6hQ76hRu,Nacho,61,5456610,latin pop,11265168,934701,87128,0.78
4jXfFzeP66Zy67HM2mvIIF,Bill Evans,61,654047,bebop,6222446,667225,86834,0.42
5VQCk9RiLwri99OgOT34kq,Vilma Palma e Vampiros,61,1586841,argentine rock,11231288,654310,71175,0.6
6z7xFFHxYkE9t8bwIF0Bvg,Boosie Badazz,61,2354232,baton rouge rap,11451946,824962,72018,0.5
610EjgFatGvVPtib97jQ8G,NEEDTOBREATHE,61,817676,ccm,6988240,938420,107704,0.34
1YZhNFBxkEB5UKTgMDvot4,Lang Lang,61,258822,chinese classical performance,10281006,669982,87389,0.85
5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,61,1143185,brostep,7474663,704567,95416,0.54
2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,61,1407955,album rock,7447733,875112,120378,0.8
26s8LSolLfCIY88ysQbIuT,Three 6 Mafia,61,1277063,crunk,6178788,688368,95141,0.78
3EhbVgyfGd7HkpsagwL9GS,Alice Cooper,61,3621248,album rock,11120893,1200194,95639,0.32
2N4EYkIlG1kv25g6Wv8LGI,Killer Mike,61,354240,alternative hip hop,11891667,997473,81342,0.34
3cQA9WH8liZfeja1DxcDYE,Armand Van Helden,61,248958,big beat,8472906,734815,88121,0.6
4lY2DXvRv9RPeFcUtn6PUh,HEARTSTEEL,62,121203,,9732365,806217,80862,0.82
0PCCGZ0wGLizHt2KZ7hhA2,Artemas,62,76823,,6869576,916831,123984,0.8
4VCriUU9CsPnUvoAsxVk1p,310babii,62,29901,,8608680,933294,86036,0.71
7cjg7EkeZy3OI5o9Qthc6n,ZEROBASEONE,62,405160,,9207693,821974,86279,0.52
45ft4DyTCEJfQwTBHXpdhM,milet,62,699559,j-pop,11656900,1097186,80228,0.44
4ET82ZtSfAK4utfjDauImD,Black Gryph0n,62,131108,otacore,10673823,706772,84837,0.47
54bV1pHNm5h5EcEgMis1RC,Mc Rodrigo do CN,62,43945,funk mtg,8366017,954240,83431,0.73
2urF8dgLVfDjunO0pcHUEe,Alvaro Soler,62,1747998,latin pop,10256498,732456,120978,0.41
3Q80PCEUBCiRhLSWdQApNt,Jakes Bejoy,62,223194,mollywood,6396492,1219381,115400,0.92
4DYFVNKZ1uixa6SQTvzQwJ,Ken-Y,62,334391,reggaeton,11630528,1100440,117242,0.37
0spHbv2fw49lDMkbOAdaqX,WWE,62,510062,wrestling,8163788,740501,109141,0.44
1jUIOsS9vK91Nc9qYvpEab,Flying Fingers,62,31221,piano cover,9085899,708517,77631,0.79
7qKxhFTGcJ7w7JEFGqqWwK,Piano Peace,62,23906,piano cover,6867780,1128067,75829,0.86
2jp3Fk52x0HbymU0lNYbSC,Outlawz,62,278476,gangster rap,11774520,1085579,63227,0.74
6CY7WNJfd5uZclcS3WeEjx,Yu-Peng Chen,62,155115,japanese vgm,9120705,1185843,91802,0.86
37czgDRfGMvgRiUKHvnnhj,Öwnboss,62,78568,brazilian edm,8893253,954263,115728,0.46
08yf5A2nS4XEeNvabDXqyg,Billy Talent,62,1244323,canadian punk,9564333,1069091,72469,0.47
6TtI28JVtV3RufOCwLvHod,MC K.K,62,59757,funk mandelao,9115854,1217561,121316,0.37
2CpLIMBoE2ZzyY3ZBCRZ7j,BUNT.,62,116166,stutter house,7048052,670361,108970,0.92
73jlPRxT7z5xk29sMqFDjU,Tommee Profitt,62,229485,anthem worship,7339501,745388,99895,0.71
0Wi2fADbhwXlPUWxBmzo99,Szpaku,62,767162,polish hip hop,7179900,1035614,93108,0.5
0AEQNlJAZeghMaFyIYfrQG,SB Maffija,62,737968,polish hip hop,7905076,735487,119865,0.89
1UjxAZqzphB1tsMb1aWBj0,Omega,62,219182,rap dominicano,8992991,941408,78127,0.62
1HgoOuZod8eiyQcMPfltWt,MusicoterapiaTeam,62,44880,musica de fondo,6481741,1006668,84308,0.6
0WK3H9OErSn5zKOkOV5egm,DDG,62,1205969,pop rap,12259554,1216937,89581,0.43
1uU7g3DNSbsu0QjSEqZtEd,Masked Wolf,62,700687,australian hip hop,10364427,769057,91396,0.84
5VAyiDhBinVfc6RM5RKnLa,Sam C.S.,62,689810,filmi,10667406,1121302,79398,0.74
3KNIG74xSTc3dj0TRy7pGX,Yung Bleu,62,1455699,alabama rap,6991736,841875,104074,0.34
0Suv0tRrNrUlRzAy8aXjma,Haddaway,62,346106,eurodance,12195002,828343,66724,0.66
3nwYsifpwrKmCIpw4i0HDW,Konshens,62,464518,dancehall,12242747,1070150,74837,0.58
3IZrrNonYELubLPJmqOci2,Nancy Sinatra,62,430206,lounge,7684170,1008259,122700,0.5
5R5MLOQbI4lb7GHYioPqoN,Mindless Self Indulgence,62,867862,dance-punk,12172045,1106224,116524,0.74
3QTDHixorJelOLxoxcjqGx,SiR,62,923967,alternative r&b,9453986,736029,111445,0.49
4ShgdWtm52xvEr8uYmT0V6,SEGA SOUND TEAM,62,218669,japanese vgm,11376291,875622,77760,0.77
1hJuGCUpefX24GFmss9bjH,Amy Macdonald,62,483204,scottish singer-songwriter,6826834,1147732,79497,0.44
3whuHq0yGx60atvA2RCVRW,Olly Murs,62,3311686,dance pop,7606968,800787,102809,0.71
2qvP9yerCZCS0U1gZU8wYp,Two Steps from Hell,62,792406,epicore,6324451,976313,87731,0.86
3Bd1cgCjtCI32PYvDC3ynO,London Grammar,62,1491983,metropopolis,8517544,1059245,113703,0.55
5G9kmDLg3OeUyj8KVBLzbu,mike.,62,577014,indie pop rap,6320729,1086099,106559,0.59
1csBgT42N4pPPs1HJhxXIK,Thomas Newman,62,237805,orchestral soundtrack,9614661,1169186,97940,0.31
3PhL2Vdao2v8SS8AptuhAr,James Horner,62,304697,orchestral soundtrack,10917438,890221,78426,0.45
3IzepIGEFUSFFnuIVGwZDS,Manni Sandhu,62,609578,bhangra,11640215,1137984,68033,0.86
4qwGe91Bz9K2T8jXTZ815W,Janet Jackson,62,3809226,dance pop,9109075,1114940,102692,0.47
4iCwCMnqsNZ6atvRiADgtn,RZA,62,546384,east coast hip hop,6662364,1045983,112216,0.39
7uGhSk7fVURjDaiXW1FSbL,La Maquinaria Norteña,62,500285,musica mexicana,6271666,767030,73243,0.5
0KKUc4amZyvswV2YL6WTar,Mariah Angeliq,62,497859,rap latina,10674759,1173933,95998,0.57
7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,62,1436824,adult standards,10674009,674021,117407,0.72
7kFfY4UjNdNyaeUgLIEbIF,DeJ Loaf,62,1669401,detroit hip hop,6890458,1154782,109732,0.77
0y4czH6DnvpftiSoy7V3HY,Anthony Keyrouz,62,28560,arab electronic,7482329,1175595,123209,0.62
3zTOe1BtyTkwNvYZOxXktX,Joe,62,1825907,contemporary r&b,12127034,1006280,106069,0.44
698hF4vcwHwPy8ltmXermq,Far East Movement,62,1150202,asian american hip hop,9103765,855587,82306,0.64
6FOpWOxsjQxKEbLiJpU1xV,India Martinez,62,947111,latin arena pop,10005614,933361,68720,0.93
6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,62,1757635,opm,7543564,714791,72192,0.8
2p0UyoPfYfI76PCStuXfOP,Franz Schubert,62,1069473,classical,7418237,737424,97198,0.34
2NUz5P42WqkxilbI8ocN76,Vybz Kartel,62,1270802,dancehall,9275173,675555,78339,0.68
0pCNk4D3E2xtszsm6hMsWr,K.Flay,62,563649,escape room,9523094,1113113,63984,0.54
3wyVrVrFCkukjdVIdirGVY,Lil Pump,62,7968852,emo rap,7973346,1117012,115461,0.72
7ySZCEP4HFGckYYPK5rqFI,Melody,62,315758,funk carioca,6237820,1062456,109185,0.39
2tndYCXQneCV4jtoWRwVpz,Lucas Estrada,62,130276,covertronica,7086222,742156,94865,0.52
3alW3LYQS8K29z8C8NSLIX,Barry Manilow,62,1603171,adult standards,10103353,737910,94505,0.57
3EAHF3jdnHHdko5DBrhRUP,John Powell,62,219040,british soundtrack,10448156,767723,107558,0.49
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,62,963677,disco,7992182,1158769,77288,0.33
7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,62,5331311,latin hip hop,11850315,868897,120775,0.87
27FGXRNruFoOdf1vP8dqcH,Cassie,62,1539922,dance pop,9625498,1142026,81050,0.78
57bUPid8xztkieZfS7OlEV,The Supremes,62,1656872,classic girl group,7471388,721600,62915,0.87
78sEozQOEJxzXegUuqRSgH,Daniel Barenboim,62,124275,classical,9378384,981615,119405,0.64
4oa7ETNZH1ivfzFkCGVZlR,Milionário & José Rico,62,2654898,sertanejo,9384502,1179454,75868,0.65
5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,62,2839042,atl hip hop,11555499,808418,86222,0.8
3ZGr7nQBXDU2WhyXgRVbt0,Sticky Fingers,62,1026416,australian reggae fusion,12052071,675661,98441,0.54
4N8BwYTEC6XqykGvXXlmfv,George Benson,62,754589,jazz funk,7553261,997569,62424,0.79
0MInKJqZscEeNc5K3K0mkE,Simone & Simaria,62,5437658,pop nacional,7840970,758405,64118,0.58
1mXAhKnZEdF6rotyyd4GBi,MC Kevinho,62,7985456,funk carioca,8374237,621894,105891,0.61
3C4MmUJYQN9svNdedAR2BK,Lisa Gerrard,62,172698,ethereal wave,7934139,1239402,122482,0.77
0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,62,673432,classical,8105682,708579,90904,0.67
5Matrg5du62bXwer29cU5T,Benny The Butcher,62,369945,alternative hip hop,9604280,1068323,114691,0.87
5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,62,3261592,canadian singer-songwriter,8772742,1120510,106695,0.88
11mqrDSFRRz8g0Wb3syJj5,Panteon Rococo,62,2587529,latin alternative,10778733,971573,90871,0.82
1rTUwYS38LkQTlT2fhikch,Yung Beef,62,468618,drill espanol,9075120,646100,103378,0.84
4N5fp4zhTsVITZTVfsXpc2,Víctor Manuelle,62,1867652,latin pop,10572119,654151,116159,0.61
5MbNzCW3qokGyoo9giHA3V,EARTHGANG,62,815111,atl hip hop,11769104,807633,95612,0.31
0FMucZsEnCxs5pqBjHjIc8,Stan Getz,62,413128,bebop,11117569,970327,65368,0.89
0cmWgDlu9CwTgxPhf403hb,Bonobo,62,1363725,downtempo,11657975,929234,76324,0.59
55vs7NT1KxcFjbMC4y202E,REO Speedwagon,62,2462068,album rock,12378722,637547,116518,0.91
3pFCERyEiP5xeN2EsPXhjI,Joe Cocker,62,2237442,album rock,6967156,896016,75869,0.43
5tth2a3v0sWwV1C7bApBdX,Lil' Kim,62,1694842,dance pop,7148408,661830,108120,0.58
57ylwQTnFnIhJh4nu4rxCs,In Flames,62,1137985,alternative metal,11657451,1123782,92973,0.93
7sP4SQ0WY6jfps1I19Ot7i,Fridayy,63,94664,,12081905,655797,111044,0.43
4TvhRzxIL1le2PWCeUqxQw,The Blessed Madonna,63,59802,edm,7785877,835099,123869,0.75
2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,63,627514,opm,11190500,920357,64231,0.93
7bp2lSdh12wcA8LyB1srfJ,Sofia Carson,63,3571468,pop,6408806,1022262,108878,0.75
5f9pQjPeDbuRF1GowQXo3L,Gusty dj,63,238271,rkt,6987917,879592,125656,0.82
2CQZr2RPZmrcvDnaod1ldC,D.O.,63,1854531,k-pop,10394591,751712,69545,0.67
0jW6R8CVyVohuUJVcuweDI,The Piano Guys,63,1300252,bow pop,7261308,1244654,92780,0.92
7A8S43ryYdbWpJKeHRZRcq,JACKBOYS,63,607839,pop rap,7517724,922534,69052,0.63
0KYOBAf6Zky4CFQne2JPTX,Hiko,63,96360,sped up,6823076,1136446,110427,0.77
4rc8nzClXj7sUjvsHVg6AD,Naomi Raine,63,178944,worship,9918795,864315,84448,0.37
1QfpRUtH14JLoY6F6AYmwt,The Rare Occasions,63,303918,la indie,10663812,837404,98663,0.66
7aRC4L63dBn3CiLDuWaLSI,G.E.M.,63,2648432,mandopop,11507430,1197712,116883,0.61
4xtWjIlVuZwTCeqVAsgEXy,Insane Clown Posse,63,1300634,rap rock,11391001,1109385,110750,0.77
3OKg7YbOIatODzkRIbLJR4,TheFatRat,63,1763843,speedrun,8993086,1019247,101251,0.93
1w7GLktHE8w0aEhhaZ0QKB,Shakewell,63,272047,dark trap,7652586,1143552,101780,0.88
2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,63,884456,viral pop,9603701,1061430,117207,0.58
587PA35pRGL1JwQr6idJbb,NEIL FRANCES,63,178844,indie soul,7695753,711415,110424,0.82
68DWke2VjdDmA75aJX5C57,Yelawolf,63,2261648,alabama rap,7443660,1161690,73733,0.91
3yTNaLgtCufxUYDsWa5MpA,Kato,63,127417,anime lo-fi,7155826,1223026,102104,0.39
5TvFfw1MgSntdU9A7yncyA,Dxrk ダーク,63,451474,drift phonk,7703830,1052019,86461,0.35
7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,63,792655,melodic rap,11108752,1232832,117455,0.52
4ETSs924pXMzjIeD6E9b4u,Surfaces,63,911765,bedroom soul,7908115,1236250,88806,0.71
4FDj6mh458K7m9Txwyj2rt,Harris & Ford,63,171424,partyschlager,7607405,1133445,88607,0.87
2JwyRtuXf2l6sTnSnGVIa1,Farid Bang,63,857953,german hip hop,11681544,1173004,69694,0.72
7crPfGd2k81ekOoSqQKWWz,Stevie Nicks,63,1438638,heartland rock,6813634,1155529,72486,0.65
7HO5fOXE4gh3lzZn64tX2E,Mariah the Scientist,63,290038,alternative r&b,8168942,759276,73673,0.88
5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,63,869943,alternative r&b,8875901,796205,86243,0.36
6udveWUgX4vu75FF0DTrXV,TAEYANG,63,1323663,k-pop,11308296,818994,63747,0.62
6i392l38cR3uBPF0DbNs7S,Quality Control,63,1310322,melodic rap,12197172,714527,108468,0.48
2UFqwY8A3PLcx8pAkg9g5P,Diego Verdaguer,63,1466507,latin pop,10833790,789003,77137,0.91
2rwLjVHS15sfzciKXXNbgA,Yiyo Sarante,63,597531,modern salsa,6747072,1208422,122942,0.74
1AhjOkOLkbHUfcHDSErXQs,88rising,63,940762,asian american hip hop,9422477,1051742,65155,0.79
79nkC8XZ5ohEVU0Xlf5Ael,サザンオールスターズ,63,1584928,classic j-pop,8529935,1078114,122449,0.62
2CgVSpL4tfbUuHmTGS7wF3,Ocean Waves For Sleep,63,46426,environmental,11336603,675643,113120,0.36
0MlOPi3zIDMVrfA9R04Fe3,American Authors,63,1569557,modern rock,10058904,1194414,112000,0.64
4pnp4w9g30yLfVIAFnZMRd,ACRAZE,63,109681,pop dance,11784629,749488,74381,0.34
3QJzdZJYIAcoET1GcfpNGi,Damian Marley,63,1508314,reggae,12298307,1237907,73657,0.58
581C5Qwl87TskfBEzuoisu,Cafuné,63,214888,brooklyn indie,9012089,1085449,76094,0.74
5T2I75UlGBcWd5nVyfmL13,Mika Singh,63,9315558,filmi,10692150,696223,123301,0.56
3yS84AjNFqhmuJlIXy7sax,Laxmikant–Pyarelal,63,407112,classic bollywood,11426035,696156,98174,0.37
29zsVzEH33dD5QqxeL8dvy,Vini Vici,63,509102,progressive uplifting trance,10628275,690544,109886,0.54
5SXEylV07TC57eanSxxg4R,Stick Figure,63,620994,reggae fusion,6633945,921137,99476,0.52
2qNrJcE9LjzPdiXbrjkqFa,Music Travel Love,63,795289,canadian contemporary country,6664078,1186729,113265,0.52
3PfJE6ebCbCHeuqO4BfNeA,London Philharmonic Orchestra,63,250813,british orchestra,10253884,688436,110719,0.69
7i9j813KFoSBMldGqlh2Z1,Riton,63,121897,house,7791970,1034153,117749,0.81
3zZ88AwlTwfCJkowsFCvLA,Babyface Ray,63,240427,detroit hip hop,6339126,1089135,104061,0.43
5NMwoStnfHT4LdETlJSwDT,Big Baby Tape,63,1211776,russian hip hop,9920311,889434,120733,0.6
4SfGzWmeoNPKIOmiyc7Pav,Flatland Cavalry,63,225348,classic texas country,12434224,965659,80597,0.58
2AbQwU2cuEGfD465wCXlg2,Rawayana,63,569922,venezuelan hip hop,10165363,908477,94603,0.66
12A83CWwFiyXy90ScLWPIe,LIZOT,63,76290,big room,11890749,683113,117008,0.6
3AVfmawzu83sp94QW7CEGm,Astrid S,63,1328226,alt z,12137064,1094401,103798,0.92
6W4vm8P3JFQboO4cvHeqaa,Knucks,63,339477,melodic drill,7539563,951867,65128,0.48
0eI3X5rAzHRZVe5FPk4MN1,Bad Wolves,63,666816,alternative metal,7785798,963710,63398,0.61
2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.",63,1582445,country,6935298,958524,103053,0.59
50sIhX3HytFEwQXZJLUZQE,Alejo,63,136660,reggaeton,12295015,1256265,94530,0.68
5KDIH2gF0VpelTqyQS7udb,Staind,63,2457588,alternative metal,6790806,1139034,111936,0.44
4pADjHPWyrlAF0FA7joK2H,Jay Sean,63,1778036,dance pop,11281406,774846,74344,0.89
2AMeiDbfU2vonrTkpXDKUu,Kay Flock,63,685255,bronx drill,10345070,841632,104330,0.71
5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,63,2902304,gangster rap,12409369,971476,85866,0.58
13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,63,2766232,contemporary country,10076909,846185,71747,0.74
2T06whb4s6UiufL1j5Qtz9,José Alfredo Jimenez,63,2082212,mariachi,7057362,849207,77073,0.74
